book_id,goodreads_book_id,title,authors,year,genre,tag_id,image_url,small_image_url,isbn,isbn13
32,890,Of Mice and Men ,John Steinbeck,1937.0,classics,7457,https://images.gr-assets.com/books/1437235233m/890.jpg,https://images.gr-assets.com/books/1437235233s/890.jpg,142000671,9780142000670.0
33,930,Memoirs of a Geisha,Arthur Golden,1997.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,739326228,9780739326220.0
34,10818853,Fifty Shades of Grey,E.L. James,2011.0,romance,26138,https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://images.gr-assets.com/books/1385207843s/10818853.jpg,1612130291,9781612130290.0
35,865,O Alquimista,"Paulo Coelho, Alan R. Clarke",1988.0,contemporary,8055,https://images.gr-assets.com/books/1483412266m/865.jpg,https://images.gr-assets.com/books/1483412266s/865.jpg,61122416,9780061122420.0
36,3636,The Giver,Lois Lowry,1993.0,fantasy,11305,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg,385732554,9780385732550.0
37,100915,"The Lion, the Witch and the Wardrobe",C.S. Lewis,1950.0,fiction,11743,https://images.gr-assets.com/books/1353029077m/100915.jpg,https://images.gr-assets.com/books/1353029077s/100915.jpg,60764899,9780060764890.0
38,14050,The Time Traveler's Wife,Audrey Niffenegger,2003.0,fantasy,11305,https://images.gr-assets.com/books/1437728815m/14050.jpg,https://images.gr-assets.com/books/1437728815s/14050.jpg,965818675,9780965818670.0
39,13496,A Game of Thrones,George R.R. Martin,1996.0,romance,26138,https://images.gr-assets.com/books/1436732693m/13496.jpg,https://images.gr-assets.com/books/1436732693s/13496.jpg,553588486,9780553588480.0
40,19501,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",Elizabeth Gilbert,2006.0,contemporary,8055,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg,143038419,9780143038410.0
41,28187,The Lightning Thief,Rick Riordan,2005.0,mystery,20939,https://images.gr-assets.com/books/1400602609m/28187.jpg,https://images.gr-assets.com/books/1400602609s/28187.jpg,786838655,9780786838650.0
42,1934,Little Women,Louisa May Alcott,1868.0,history,14552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,451529308,9780451529300.0
43,10210,Jane Eyre,"Charlotte Brontë, Michael Mason",1847.0,ebooks,10210,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://images.gr-assets.com/books/1327867269s/10210.jpg,142437204,9780142437210.0
44,15931,The Notebook,Nicholas Sparks,1996.0,contemporary,8055,https://images.gr-assets.com/books/1385738917m/15931.jpg,https://images.gr-assets.com/books/1385738917s/15931.jpg,553816713,9780553816720.0
45,4214,Life of Pi,Yann Martel,2001.0,contemporary,8055,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://images.gr-assets.com/books/1320562005s/4214.jpg,770430074,9780770430080.0
46,43641,Water for Elephants,Sara Gruen,2006.0,fiction,11743,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://images.gr-assets.com/books/1494428973s/43641.jpg,1565125606,9781565125600.0
47,19063,The Book Thief,Markus Zusak,2005.0,contemporary,8055,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://images.gr-assets.com/books/1390053681s/19063.jpg,375831002,9780375831000.0
48,4381,Fahrenheit 451,Ray Bradbury,1953.0,fiction,11743,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://images.gr-assets.com/books/1351643740s/4381.jpg,307347974,9780307347980.0
49,49041,"New Moon (Twilight, #2)",Stephenie Meyer,2006.0,horror,14821,https://images.gr-assets.com/books/1361039440m/49041.jpg,https://images.gr-assets.com/books/1361039440s/49041.jpg,316160199,9780316160190.0
50,30119,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Shel Silverstein,1974.0,nonfiction,21773,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg,60513039,9780060513030.0
51,256683,City of Bones,Cassandra Clare,2007.0,mystery,20939,https://images.gr-assets.com/books/1432730315m/256683.jpg,https://images.gr-assets.com/books/1432730315s/256683.jpg,1416914285,9781416914280.0
52,428263,Eclipse,Stephenie Meyer,2007.0,horror,14821,https://images.gr-assets.com/books/1361038355m/428263.jpg,https://images.gr-assets.com/books/1361038355s/428263.jpg,316160202,9780316160210.0
53,113436,Eragon,Christopher Paolini,2002.0,fiction,11743,https://images.gr-assets.com/books/1366212852m/113436.jpg,https://images.gr-assets.com/books/1366212852s/113436.jpg,375826696,9780375826700.0
54,11,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979.0,fiction,11743,https://images.gr-assets.com/books/1327656754m/11.jpg,https://images.gr-assets.com/books/1327656754s/11.jpg,345391802,9780345391800.0
55,5129,Brave New World,Aldous Huxley,1932.0,fantasy,11305,https://images.gr-assets.com/books/1487389574m/5129.jpg,https://images.gr-assets.com/books/1487389574s/5129.jpg,60929871,9780060929880.0
56,1162543,Breaking Dawn,Stephenie Meyer,2008.0,paranormal,22973,https://images.gr-assets.com/books/1361039438m/1162543.jpg,https://images.gr-assets.com/books/1361039438s/1162543.jpg,031606792X,9780316067930.0
57,37435,The Secret Life of Bees,Sue Monk Kidd,2001.0,fiction,11743,https://images.gr-assets.com/books/1473454532m/37435.jpg,https://images.gr-assets.com/books/1473454532s/37435.jpg,142001740,9780142001740.0
58,2956,The Adventures of Huckleberry Finn,"Mark Twain, John Seelye, Guy Cardwell",1884.0,fiction,11743,https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg,142437174,9780142437180.0
59,24178,Charlotte's Web,"E.B. White, Garth Williams, Rosemary Wells",1952.0,fiction,11743,https://images.gr-assets.com/books/1439632243m/24178.jpg,https://images.gr-assets.com/books/1439632243s/24178.jpg,64410935,9780064410940.0
60,1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2003.0,crime,8517,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg,1400032717,9781400032720.0
61,22557272,The Girl on the Train,Paula Hawkins,2015.0,ebooks,10210,https://images.gr-assets.com/books/1490903702m/22557272.jpg,https://images.gr-assets.com/books/1490903702s/22557272.jpg,1594633665,9781594633670.0
62,119322,Northern Lights,Philip Pullman,1995.0,religion,25647,https://images.gr-assets.com/books/1451271747m/119322.jpg,https://images.gr-assets.com/books/1451271747s/119322.jpg,679879242,9780679879240.0
63,6185,Wuthering Heights,"Emily Brontë, Richard J. Dunn",1847.0,ebooks,10210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,393978893,9780393978900.0
64,10917,My Sister's Keeper,Jodi Picoult,2004.0,fiction,11743,https://images.gr-assets.com/books/1369504683m/10917.jpg,https://images.gr-assets.com/books/1369504683s/10917.jpg,743454537,9780743454540.0
65,4981,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",Kurt Vonnegut Jr.,1969.0,fantasy,11305,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg,385333846,9780385333850.0
66,18405,Gone with the Wind,Margaret Mitchell,1936.0,fiction,11743,https://images.gr-assets.com/books/1328025229m/18405.jpg,https://images.gr-assets.com/books/1328025229s/18405.jpg,446675539,9780446675540.0
67,128029,A Thousand Splendid Suns,Khaled Hosseini,2007.0,fiction,11743,https://images.gr-assets.com/books/1345958969m/128029.jpg,https://images.gr-assets.com/books/1345958969s/128029.jpg,1594489505,9781594489500.0
68,22628,The Perks of Being a Wallflower,Stephen Chbosky,1999.0,contemporary,8055,https://images.gr-assets.com/books/1167352178m/22628.jpg,https://images.gr-assets.com/books/1167352178s/22628.jpg,671027344,9780671027350.0
69,11735983,Insurgent,Veronica Roth,2012.0,ebooks,10210,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg,7442912,9780007442910.0
70,375802,Ender's Game,Orson Scott Card,1985.0,science,26816,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg,812550706,9780812550700.0
71,18490,"Frankenstein; or, The Modern Prometheus","Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818.0,paranormal,22973,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg,141439475,9780141439470.0
72,11588,The Shining,Stephen King,1977.0,contemporary,8055,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg,450040186,9780450040180.0
73,1656001,The Host,Stephenie Meyer,2008.0,paranormal,22973,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg,316068047,9780316068050.0
74,99561,Looking for Alaska,John Green,2005.0,contemporary,8055,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg,142402516,9780142402510.0
75,227443,,Helen Fielding,1996.0,contemporary,8055,https://images.gr-assets.com/books/1292060045m/227443.jpg,https://images.gr-assets.com/books/1292060045s/227443.jpg,014028009X,9780140280100.0
76,14935,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,history,14552,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg,141439661,9780141439660.0
77,38709,Holes,"Louis Sachar, Louis Sachar",1998.0,classics,7457,https://images.gr-assets.com/books/1327781893m/38709.jpg,https://images.gr-assets.com/books/1327781893s/38709.jpg,439244196,9780439244190.0
78,5139,The Devil Wears Prada,Lauren Weisberger,2003.0,contemporary,8055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,307275558,9780307275550.0
79,1381,Ὀδύσσεια,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720.0,classics,7457,https://images.gr-assets.com/books/1390173285m/1381.jpg,https://images.gr-assets.com/books/1390173285s/1381.jpg,143039954,9780143039950.0
80,157993,Le Petit Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946.0,ebooks,10210,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg,156012197,9780156012200.0
81,7445,The Glass Castle,Jeannette Walls,2005.0,nonfiction,21773,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg,074324754X,9780743247540.0
82,1845,Into the Wild,Jon Krakauer,1996.0,contemporary,8055,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg,385486804,9780385486800.0
83,1953,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859.0,classics,7457,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg,141439602,9780141439600.0
84,7677,Jurassic Park,Michael Crichton,1990.0,mystery,20939,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,030734813X,9780307348140.0
85,370493,The Giving Tree,Shel Silverstein,1964.0,fantasy,11305,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg,60256656,9780060256650.0
86,32542,A Time to Kill,John Grisham,1989.0,classics,7457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,385338600,9780385338610.0
87,1617,Un di Velt Hot Geshvign,"Elie Wiesel, Marion Wiesel",1958.0,horror,14821,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg,374500010,9780374500020.0
88,6442769,Paper Towns,John Green,2008.0,mystery,20939,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg,014241493X,9780142414930.0
89,21787,The Princess Bride,William Goldman,1973.0,contemporary,8055,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg,345418263,9780345418260.0
90,231804,The Outsiders,S.E. Hinton,1967.0,contemporary,8055,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg,014038572X,9780140385720.0
91,6186357,The Maze Runner,James Dashner,2009.0,mystery,20939,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,385737947,9780385737940.0
92,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt, Stephen J. Dubner",2005.0,fiction,11743,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,61234001,9780061234000.0
93,2998,The Secret Garden,Frances Hodgson Burnett,1911.0,ebooks,10210,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,517189607,9780517189600.0
94,320,Cien años de soledad,"Gabriel García Márquez, Gregory Rabassa",1967.0,classics,7457,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,60531045,9780060531040.0
95,5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",1891.0,ebooks,10210,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,375751513,9780375751520.0
96,13536860,Fifty Shades Freed,E.L. James,2012.0,romance,26138,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,345803507,9780345803500.0
97,17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",1897.0,fiction,11743,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,393970124,9780393970130.0
98,5060378,Flickan som lekte med elden,"Stieg Larsson, Reg Keeland",2006.0,contemporary,8055,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,307269981,9780307269980.0
99,11857408,Fifty Shades Darker,E.L. James,2011.0,fiction,11743,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,1612130585,9781612130580.0
100,7244,The Poisonwood Bible,Barbara Kingsolver,1998.0,religion,25647,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,60786507,9780060786500.0
101,4137,Me Talk Pretty One Day,David Sedaris,2000.0,biography,4605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,349113912,9780349113910.0
102,19543,Where the Wild Things Are,Maurice Sendak,1963.0,art,2938,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg,99408392,9780099408390.0
103,7126,Le Comte de Monte-Cristo,"Alexandre Dumas, Robin Buss",1844.0,romance,26138,https://images.gr-assets.com/books/1309203605m/7126.jpg,https://images.gr-assets.com/books/1309203605s/7126.jpg,140449264,9780140449270.0
104,6288,The Road,Cormac McCarthy,2006.0,fiction,11743,https://images.gr-assets.com/books/1439197219m/6288.jpg,https://images.gr-assets.com/books/1439197219s/6288.jpg,307265439,9780307265430.0
105,18710190,Allegiant,Veronica Roth,2013.0,ebooks,10210,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg,7524277,9780007524270.0
106,9418327,Bossypants,Tina Fey,2011.0,biography,4605,https://images.gr-assets.com/books/1481509554m/9418327.jpg,https://images.gr-assets.com/books/1481509554s/9418327.jpg,,
107,3473,A Walk to Remember,Nicholas Sparks,1999.0,contemporary,8055,https://images.gr-assets.com/books/1385738968m/3473.jpg,https://images.gr-assets.com/books/1385738968s/3473.jpg,446693804,9780446693810.0
108,9416,Confessions of a Shopaholic,Sophie Kinsella,2000.0,contemporary,8055,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,440241413,9780440241420.0
109,24280,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,fiction,11743,https://images.gr-assets.com/books/1411852091m/24280.jpg,https://images.gr-assets.com/books/1411852091s/24280.jpg,451525264,9780451525260.0
110,10572,A Clash of Kings,George R.R. Martin,1998.0,fantasy,11305,https://images.gr-assets.com/books/1358254974m/10572.jpg,https://images.gr-assets.com/books/1358254974s/10572.jpg,553381695,9780553381700.0
111,10441,The Memory Keeper's Daughter,Kim Edwards,2005.0,mystery,20939,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,143037145,9780143037150.0
112,15507958,Me Before You,Jojo Moyes,2012.0,ebooks,10210,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,670026603,9780670026610.0
113,168668,Catch-22,Joseph Heller,1961.0,fiction,11743,https://images.gr-assets.com/books/1463157317m/168668.jpg,https://images.gr-assets.com/books/1463157317s/168668.jpg,684833395,9780684833390.0
114,6900,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",1997.0,classics,7457,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg,751529818,9780751529810.0
115,2187,Middlesex,Jeffrey Eugenides,2002.0,fiction,11743,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg,312422156,9780312422160.0
116,24583,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",1876.0,ebooks,10210,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg,143039563,9780143039560.0
117,18131,A Wrinkle in Time,Madeleine L'Engle,1962.0,science,26816,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg,440498058,9780440498060.0
118,7763,The Joy Luck Club,Amy Tan,1989.0,contemporary,8055,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg,143038095,9780143038090.0
119,38447,The Handmaid's Tale,Margaret Atwood,1985.0,contemporary,8055,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg,038549081X,9780385490820.0
120,452306,The Sisterhood of the Traveling Pants,Ann Brashares,2001.0,travel,31155,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg,385729332,9780385729340.0
121,7604,Lolita,"Vladimir Nabokov, Craig Raine",1955.0,fiction,11743,https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg,,
122,37442,Wicked: The Life and Times of the Wicked Witch of the West,"Gregory Maguire, Douglas Smith",1995.0,romance,26138,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg,60987103,9780060987110.0
123,5358,The Firm,John Grisham,1991.0,ebooks,10210,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg,582418275,9780582418270.0
124,7937843,Room,Emma Donoghue,2010.0,mystery,20939,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg,316098337,9780316098340.0
125,1420,"The Tragicall Historie of Hamlet, Prince of Denmark","William Shakespeare, Richard Andrews, Rex Gibson",1600.0,ebooks,10210,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg,521618746,9780521618750.0
126,234225,Dune,Frank Herbert,1965.0,classics,7457,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg,340839937,9780340839940.0
