book_id,user_id,rating,genre
78,24,2,contemporary
1639,24,4,travel
186,24,3,history
398,24,3,contemporary
60,24,2,crime
2320,24,3,history
658,24,4,classics
450,22,3,paranormal
2298,22,3,classics
3504,28,4,ebooks
2615,28,5,cookbooks
741,24,3,fiction
238,32,4,contemporary
550,32,5,ebooks
2357,32,5,psychology
758,32,5,history
101,32,4,biography
344,32,4,memoir
2615,32,4,cookbooks
9624,32,4,nonfiction
245,32,5,contemporary
150,32,5,fiction
26,32,3,history
9,32,3,contemporary
66,32,5,fiction
2302,32,3,history
1272,32,4,business
2621,32,4,christian
2,32,4,fiction
398,32,4,contemporary
848,32,3,ebooks
3979,32,3,mystery
236,32,4,thriller
142,32,5,religion
306,32,4,psychology
122,32,4,romance
4317,32,4,fiction
2192,32,4,romance
42,32,5,history
114,32,4,classics
132,32,4,fiction
22,32,4,paranormal
5,32,4,romance
8,32,5,fiction
6417,32,4,fiction
576,32,4,fantasy
431,32,3,ebooks
7,32,3,fiction
4682,32,3,history
1217,32,4,ebooks
27,29,5,paranormal
21,29,5,mystery
2,29,5,fiction
24,29,4,paranormal
606,32,4,fantasy
85,32,5,fantasy
158,32,4,classics
373,32,5,fiction
416,32,5,fantasy
50,32,5,nonfiction
32,32,5,classics
1383,32,3,fiction
574,32,4,nonfiction
179,32,4,history
14,32,3,fantasy
33,32,4,fiction
75,32,3,contemporary
136,32,4,romance
3997,32,3,memoir
4095,32,3,thriller
1131,32,3,ebooks
5244,25,4,classics
498,34,5,romance
9934,32,5,cookbooks
371,34,3,ebooks
1518,34,5,nonfiction
9588,34,4,romance
162,34,4,classics
2674,34,3,mystery
2620,34,3,fiction
89,34,4,contemporary
8995,34,3,fantasy
424,34,3,ebooks
405,34,4,ebooks
2177,34,4,classics
611,34,4,fiction
2209,34,5,ebooks
1322,34,4,classics
1312,34,3,classics
10,34,4,history
391,34,5,classics
442,34,5,science
408,34,2,nonfiction
958,34,5,history
5326,34,4,biography
5101,34,4,fiction
296,34,5,science
740,34,4,biography
1657,34,5,ebooks
121,34,4,fiction
70,34,4,science
232,34,4,thriller
9308,34,5,fiction
5830,34,4,fantasy
547,34,4,thriller
3203,34,3,fantasy
400,34,4,classics
3941,34,3,fantasy
1010,34,5,fiction
690,40,4,science
179,40,5,history
1184,40,4,contemporary
5,40,3,romance
3123,40,3,business
1312,40,3,classics
436,40,4,classics
32,40,3,classics
10,40,5,history
4,40,5,mystery
13,40,4,ebooks
495,40,4,biography
483,40,5,religion
101,40,4,biography
344,40,4,memoir
659,40,3,memoir
63,40,3,ebooks
587,40,4,history
249,40,4,contemporary
408,22,4,nonfiction
687,22,3,biography
598,22,5,ebooks
3278,22,3,fiction
3298,22,3,fantasy
1018,22,5,romance
2669,22,3,fiction
1246,22,4,fiction
2299,22,2,fiction
2382,22,3,fantasy
6578,22,2,ebooks
7316,22,3,crime
8512,22,2,fantasy
8214,22,4,crime
2426,22,5,comics
1380,22,5,classics
633,22,5,ebooks
743,31,4,christian
1153,31,3,paranormal
2034,31,3,contemporary
2923,31,3,horror
3036,31,3,romance
4979,31,3,horror
4031,31,3,crime
3883,31,3,horror
39,31,4,romance
165,31,3,fantasy
135,31,3,contemporary
110,31,3,fantasy
598,31,5,ebooks
1018,31,4,romance
3278,31,4,fiction
3298,31,4,fantasy
1246,31,4,fiction
2669,31,4,fiction
2382,31,3,fantasy
2299,31,3,fiction
2,31,3,fiction
24,31,3,paranormal
21,31,3,mystery
27,31,3,paranormal
23,31,3,contemporary
18,31,3,fiction
1299,31,4,classics
4316,31,3,fantasy
3428,31,4,philosophy
4455,31,5,fiction
70,31,5,science
360,31,4,crime
496,31,4,classics
2406,31,4,romance
2047,31,4,fantasy
2965,31,4,ebooks
806,31,4,thriller
1053,31,4,science
612,31,4,horror
936,31,3,horror
1261,31,3,classics
725,31,3,suspense
232,31,4,thriller
168,31,3,paranormal
915,31,4,fiction
7522,31,4,memoir
289,31,4,fantasy
2873,31,4,ebooks
13,31,4,ebooks
14,31,3,fantasy
28,31,4,contemporary
499,31,3,thriller
2051,31,3,contemporary
1868,31,4,ebooks
350,31,4,nonfiction
2015,31,3,romance
32,31,3,classics
287,31,1,romance
994,31,4,science
1656,31,4,history
5658,31,4,history
7667,31,2,mystery
937,34,4,classics
8,43,4,fiction
101,43,4,biography
709,43,5,contemporary
426,43,5,contemporary
75,31,3,contemporary
45,22,5,contemporary
33,31,3,fiction
2615,31,3,cookbooks
272,31,4,fiction
271,31,4,science
2601,31,2,fiction
5100,31,3,science
5563,31,3,horror
136,31,2,romance
101,31,4,biography
55,31,4,fantasy
372,31,4,memoir
2015,32,3,romance
8,24,4,fiction
2,24,3,fiction
23,24,3,contemporary
24,24,4,paranormal
21,24,3,mystery
867,49,3,contemporary
1843,49,5,fiction
3237,18,4,memoir
268,46,4,classics
913,18,5,classics
483,46,5,religion
217,50,4,suspense
26,50,2,history
270,53,2,suspense
14,53,2,fantasy
35,53,1,contemporary
80,53,5,ebooks
130,53,4,classics
653,53,2,fantasy
27,24,4,paranormal
18,24,3,fiction
3310,24,4,philosophy
119,24,4,contemporary
883,24,3,ebooks
212,55,5,classics
3141,55,3,fiction
1544,55,5,classics
7462,55,5,crime
228,24,2,romance
2051,55,1,contemporary
11,24,4,history
26,58,1,history
58,58,4,fiction
18,58,5,fiction
14,58,3,fantasy
2,58,3,fiction
653,58,5,fantasy
5,58,4,romance
13,58,4,ebooks
24,58,4,paranormal
21,58,5,mystery
27,58,4,paranormal
10,58,4,history
11,58,4,history
65,58,4,fantasy
264,55,5,history
397,55,2,fiction
653,55,5,fantasy
1806,24,5,history
1741,46,5,mystery
520,55,4,fantasy
672,46,5,mystery
1410,46,5,ebooks
2235,46,5,mystery
7991,46,5,crime
3229,46,5,fiction
5858,46,5,mystery
9469,46,5,thriller
8215,46,5,crime
7208,46,5,ebooks
7619,46,5,classics
5041,46,5,crime
6684,46,5,fiction
671,46,5,ebooks
5665,46,5,fiction
6512,46,5,classics
5505,46,5,thriller
4240,46,5,thriller
9116,46,5,mystery
9494,46,5,crime
7748,46,5,ebooks
5115,46,5,romance
7681,46,5,thriller
5861,46,5,mystery
8868,46,5,suspense
6078,46,5,thriller
43,55,5,ebooks
6501,46,5,romance
6211,46,5,fiction
7607,46,5,ebooks
7006,46,5,fiction
8156,46,5,fiction
6087,46,5,fiction
3752,46,5,fiction
6212,46,5,ebooks
200,46,5,thriller
1058,46,5,mystery
4728,46,5,mystery
11,61,5,history
33,61,3,fiction
26,61,3,history
2,61,4,fiction
24,61,4,paranormal
21,61,4,mystery
27,61,4,paranormal
18,61,4,fiction
57,61,4,fiction
273,61,3,contemporary
217,55,3,suspense
570,34,3,ebooks
60,34,2,crime
168,34,4,paranormal
172,34,4,ebooks
546,34,2,contemporary
1664,53,5,philosophy
213,53,3,ebooks
315,53,1,ebooks
4862,53,4,fiction
66,53,5,fiction
572,62,5,science
171,62,3,fiction
1041,62,4,classics
701,62,4,romance
8336,58,4,fiction
2716,58,4,poetry
7639,58,5,fiction
941,58,3,contemporary
4640,58,4,fiction
177,58,5,mystery
80,58,5,ebooks
4068,58,4,classics
270,58,3,suspense
8946,58,5,poetry
66,58,5,fiction
148,58,4,fiction
5551,58,4,contemporary
189,58,4,classics
6195,53,1,classics
2027,53,3,ebooks
786,53,3,art
4602,53,1,fiction
8336,53,1,fiction
489,53,2,fiction
125,53,5,ebooks
161,65,5,classics
180,65,4,religion
129,65,5,psychology
155,65,4,fiction
213,65,4,ebooks
8,65,5,fiction
5,65,5,romance
26,65,1,history
2,65,4,fiction
24,65,5,paranormal
21,65,5,mystery
27,65,5,paranormal
14,65,4,fantasy
18,65,5,fiction
55,65,5,fantasy
58,65,5,fiction
32,65,4,classics
2041,65,1,thriller
953,65,4,mystery
176,65,5,fantasy
936,65,4,horror
1053,65,3,science
612,65,4,horror
232,65,5,thriller
305,65,2,paranormal
806,65,5,thriller
556,65,4,fiction
10,66,3,history
76,66,2,history
2,66,2,fiction
35,66,4,contemporary
629,66,2,mystery
2902,66,2,spirituality
81,54,5,nonfiction
199,54,5,fiction
2679,56,4,romance
59,32,4,fiction
857,32,5,thriller
102,32,5,art
160,32,2,classics
530,32,5,classics
125,32,4,ebooks
321,32,4,fiction
138,32,3,romance
387,32,3,religion
26,53,3,history
531,32,3,horror
733,32,4,classics
8,69,5,fiction
89,69,4,contemporary
35,69,3,contemporary
26,69,3,history
4,69,5,mystery
32,69,5,classics
5,69,5,romance
323,70,5,classics
26,70,4,history
80,70,5,ebooks
7022,70,3,romance
5792,70,4,ebooks
709,70,5,contemporary
1206,70,4,classics
629,70,4,mystery
1663,70,2,fiction
1835,70,4,mystery
1506,70,4,romance
9473,70,3,spirituality
3928,70,5,biography
2027,70,3,ebooks
121,63,3,fiction
130,63,4,classics
597,70,5,classics
8704,70,4,psychology
653,70,5,fantasy
10,63,2,history
32,63,3,classics
315,63,3,ebooks
154,70,4,history
29,70,5,classics
125,70,5,ebooks
353,70,4,romance
770,70,3,ebooks
530,70,4,classics
839,70,4,ebooks
248,70,4,fiction
773,70,3,poetry
8336,70,3,fiction
270,70,4,suspense
489,70,3,fiction
606,70,2,fantasy
4,72,5,mystery
55,72,3,fantasy
8,72,2,fiction
550,72,5,ebooks
7810,70,4,contemporary
1714,72,5,fiction
118,72,5,contemporary
848,72,4,ebooks
867,72,2,contemporary
10,72,5,history
2136,72,4,fiction
230,72,4,classics
171,72,5,fiction
471,72,4,fiction
35,70,3,contemporary
401,70,3,fiction
1580,70,4,ebooks
427,70,4,ebooks
95,70,3,ebooks
935,70,2,fantasy
5024,73,4,contemporary
8692,73,5,contemporary
6808,73,5,history
3933,73,3,religion
758,73,5,history
268,73,4,classics
820,73,5,ebooks
380,73,5,romance
851,73,4,thriller
611,73,3,fiction
270,73,5,suspense
3761,73,4,memoir
7715,73,5,fiction
80,73,5,ebooks
115,73,4,fiction
709,73,5,contemporary
8,73,5,fiction
131,73,3,history
730,73,3,fiction
1161,73,4,classics
32,73,4,classics
1970,73,5,ebooks
63,73,4,ebooks
65,73,4,fantasy
178,73,5,fiction
177,73,4,mystery
121,73,5,fiction
219,73,5,religion
162,73,5,classics
614,73,3,crime
587,73,3,history
58,73,4,fiction
6128,73,5,fiction
427,73,5,ebooks
180,73,3,religion
5,73,4,romance
26,73,3,history
4,73,3,mystery
24,73,4,paranormal
21,73,4,mystery
27,73,4,paranormal
18,73,4,fiction
10,73,5,history
28,73,5,contemporary
23,73,4,contemporary
287,73,3,romance
130,73,4,classics
405,73,3,ebooks
829,73,3,classics
1949,73,4,romance
2403,73,5,fiction
172,70,5,ebooks
10,70,3,history
478,70,3,history
171,73,5,fiction
1571,73,4,psychology
2097,73,4,philosophy
570,73,5,ebooks
1421,73,3,fiction
3476,73,4,fiction
9083,73,4,contemporary
646,73,4,classics
321,73,5,fiction
173,73,5,fiction
5210,73,5,psychology
2259,73,3,religion
2798,73,5,biography
397,73,4,fiction
6634,73,4,classics
3808,73,5,horror
4942,73,5,contemporary
71,73,5,paranormal
97,73,5,fiction
499,73,4,thriller
5238,73,5,ebooks
66,73,5,fiction
618,73,4,fiction
5508,73,5,thriller
4707,73,4,religion
2,73,4,fiction
5,59,3,romance
4068,59,3,classics
635,59,3,classics
1206,59,3,classics
786,59,3,art
94,59,3,classics
8336,59,5,fiction
8882,74,5,fiction
80,59,5,ebooks
26,59,4,history
14,59,3,fantasy
2024,59,3,psychology
582,74,5,biography
3009,74,5,business
941,59,3,contemporary
662,59,4,classics
378,59,4,classics
125,74,2,ebooks
718,74,3,ebooks
35,59,1,contemporary
653,59,3,fantasy
2323,74,2,fiction
6921,59,4,contemporary
3029,74,5,mystery
6324,74,3,romance
6306,74,3,classics
3569,74,3,thriller
2073,74,5,classics
5423,74,3,romance
5525,74,3,contemporary
3640,74,3,fiction
6399,74,4,fiction
3760,74,3,fiction
2595,74,3,romance
4353,74,4,contemporary
1755,74,5,crime
3457,73,5,horror
2903,73,3,art
5283,73,4,spirituality
354,73,5,contemporary
468,73,4,romance
7416,73,2,classics
375,74,4,classics
1650,74,4,fantasy
935,74,4,fantasy
629,59,3,mystery
1663,59,2,fiction
489,59,1,fiction
5730,59,4,classics
1373,73,5,fiction
117,73,5,science
872,73,4,classics
1113,73,5,spirituality
621,73,4,classics
999,73,4,fiction
3254,75,2,fiction
6777,75,5,contemporary
11,75,5,history
3379,59,4,romance
372,75,4,memoir
476,75,3,fiction
115,75,4,fiction
741,75,4,fiction
743,75,3,christian
122,75,4,romance
1714,75,4,fiction
109,75,3,fiction
7379,75,3,biography
22,75,4,paranormal
150,75,4,fiction
9854,75,3,fiction
63,75,4,ebooks
662,75,4,classics
378,75,4,classics
8,76,4,fiction
24,76,5,paranormal
21,76,5,mystery
18,76,5,fiction
66,76,4,fiction
4068,76,5,classics
60,76,4,crime
75,76,5,contemporary
599,76,5,fantasy
54,76,5,fiction
121,76,5,fiction
87,76,3,horror
45,76,4,contemporary
22,76,3,paranormal
108,76,4,contemporary
955,76,2,ebooks
1063,76,2,fiction
1436,76,2,contemporary
39,76,3,romance
426,76,4,contemporary
27,76,5,paranormal
2,76,5,fiction
219,76,5,religion
498,76,5,romance
311,76,5,history
26,76,4,history
9,76,3,contemporary
8519,75,4,memoir
925,76,4,fiction
4606,76,4,nonfiction
669,76,5,romance
6604,76,5,contemporary
4842,75,1,fantasy
270,76,4,suspense
828,76,5,classics
2451,76,4,contemporary
4067,76,4,fantasy
8455,25,4,classics
8555,25,4,fiction
1167,70,5,ebooks
14,70,5,fantasy
972,70,2,fiction
5525,70,3,contemporary
94,70,5,classics
184,59,3,fantasy
64,72,3,fiction
1159,72,5,history
2679,72,4,romance
1131,59,3,ebooks
315,76,2,ebooks
130,76,3,classics
109,76,4,fiction
80,76,5,ebooks
42,76,3,history
171,76,3,fiction
76,76,3,history
10,76,5,history
8946,59,5,poetry
148,59,4,fiction
635,70,3,classics
772,70,3,psychology
65,80,3,fantasy
8,80,2,fiction
5,80,2,romance
26,80,1,history
8946,80,3,poetry
8882,80,3,fiction
160,76,4,classics
272,76,4,fiction
653,76,5,fantasy
7651,76,4,fiction
2902,25,1,spirituality
1663,25,1,fiction
395,25,4,ebooks
3903,25,5,contemporary
1031,38,4,fiction
786,38,3,art
85,38,3,fantasy
8455,38,4,classics
8079,38,3,science
2544,38,3,poetry
6160,59,4,history
9754,59,4,philosophy
24,38,4,paranormal
2,38,4,fiction
18,38,4,fiction
27,38,4,paranormal
934,38,3,contemporary
60,59,2,crime
6354,38,4,classics
213,38,4,ebooks
6160,38,3,history
8882,38,3,fiction
2302,53,1,history
8,83,4,fiction
5,83,4,romance
26,83,4,history
4,83,5,mystery
2,83,4,fiction
24,83,4,paranormal
13,83,4,ebooks
21,83,4,mystery
14,83,4,fantasy
27,83,4,paranormal
55,83,5,fantasy
93,83,5,ebooks
2357,83,5,psychology
550,83,5,ebooks
706,70,2,fiction
1234,83,4,contemporary
1970,83,5,ebooks
92,76,3,fiction
122,40,2,romance
24,85,4,paranormal
101,85,4,biography
26,85,4,history
33,85,4,fiction
495,85,4,biography
45,85,4,contemporary
150,85,4,fiction
516,85,4,fiction
8,85,5,fiction
5,85,4,romance
2,85,4,fiction
4,85,5,mystery
13,85,5,ebooks
21,85,3,mystery
14,85,5,fantasy
27,85,3,paranormal
58,85,4,fiction
55,85,1,fantasy
65,85,2,fantasy
80,85,5,ebooks
483,85,4,religion
3638,61,4,classics
483,38,3,religion
233,38,3,fantasy
94,38,4,classics
958,76,3,history
413,76,2,classics
172,76,5,ebooks
590,76,3,classics
662,25,5,classics
2013,55,4,classics
23,85,4,contemporary
18,85,4,fiction
372,85,4,memoir
1096,85,4,fiction
9,85,4,contemporary
4009,85,4,ebooks
795,40,3,classics
354,85,1,contemporary
11,54,5,history
217,54,4,suspense
87,54,5,horror
26,54,4,history
378,54,5,classics
310,54,2,contemporary
383,54,2,biography
284,78,4,biography
55,78,2,fantasy
14,78,2,fantasy
8805,78,3,classics
180,78,1,religion
4634,78,4,music
3508,78,5,classics
4672,78,4,fiction
8336,78,2,fiction
4640,78,4,fiction
95,78,5,ebooks
3785,78,5,philosophy
662,45,5,classics
1269,85,3,thriller
118,73,4,contemporary
43,73,3,ebooks
3913,78,3,contemporary
592,78,5,religion
23,78,1,contemporary
828,78,3,classics
2342,78,4,history
7806,76,3,biography
94,78,4,classics
7,78,4,fiction
155,78,3,fiction
19,78,4,fiction
161,78,5,classics
4336,78,5,poetry
5754,78,3,religion
653,78,2,fantasy
130,78,4,classics
70,78,3,science
934,78,5,contemporary
5088,78,3,christian
1705,89,4,philosophy
574,89,3,nonfiction
1272,89,5,business
380,89,5,romance
9303,38,4,nonfiction
323,89,4,classics
287,89,4,romance
211,89,2,science
127,89,3,psychology
969,89,3,history
8084,89,3,philosophy
1624,38,4,philosophy
1683,89,4,ebooks
5244,38,3,classics
131,93,3,history
11,93,5,history
8336,38,5,fiction
1214,38,4,ebooks
1135,38,4,ebooks
959,38,4,philosophy
4622,38,3,contemporary
8878,38,4,fiction
969,93,4,history
287,93,5,romance
255,93,5,fiction
786,63,3,art
278,63,3,fiction
8455,63,5,classics
85,63,4,fantasy
3508,63,4,classics
1996,63,3,ebooks
58,63,3,fiction
5327,63,3,ebooks
4974,63,3,fiction
8946,63,3,poetry
177,63,3,mystery
8792,63,3,fiction
4475,63,5,philosophy
160,63,3,classics
83,63,4,classics
590,63,3,classics
361,63,3,fiction
1055,89,5,fiction
2698,89,5,fiction
7495,89,5,fiction
714,89,5,poetry
718,63,3,ebooks
2023,76,3,ebooks
118,80,3,contemporary
81,4,5,nonfiction
468,4,4,romance
1210,4,5,classics
436,4,3,classics
101,4,4,biography
669,38,4,romance
6820,38,4,science
1079,94,4,mystery
9236,94,2,fiction
653,94,3,fantasy
4119,94,4,fiction
3696,94,2,ebooks
984,94,3,spirituality
629,94,2,mystery
1206,94,3,classics
3821,94,1,philosophy
2,94,2,fiction
23,94,3,contemporary
24,94,2,paranormal
21,94,1,mystery
66,94,3,fiction
6070,94,4,philosophy
315,94,3,ebooks
885,58,3,fiction
311,58,3,history
2902,58,3,spirituality
1206,58,1,classics
6921,58,4,contemporary
2302,58,2,history
2082,94,5,history
85,94,4,fantasy
50,94,3,nonfiction
786,94,4,art
8,40,4,fiction
3141,65,3,fiction
6283,65,3,horror
22,89,3,paranormal
38,89,3,fantasy
287,65,5,romance
4602,89,4,fiction
820,89,5,ebooks
94,89,4,classics
194,89,5,philosophy
7266,89,5,nonfiction
2809,89,4,fiction
43,89,2,ebooks
1133,89,4,romance
3451,89,4,fiction
916,83,4,history
268,89,4,classics
2097,78,4,philosophy
485,78,5,mystery
959,78,5,philosophy
1135,78,5,ebooks
512,78,3,fantasy
395,78,4,ebooks
1113,78,4,spirituality
964,78,4,classics
479,78,5,history
4106,78,4,fiction
97,78,3,fiction
154,78,4,history
78,89,1,contemporary
180,89,4,religion
180,94,3,religion
6921,94,4,contemporary
282,18,2,mystery
4068,94,2,classics
699,94,1,ebooks
172,94,3,ebooks
42,94,2,history
7639,94,4,fiction
184,94,1,fantasy
158,94,1,classics
92,18,3,fiction
408,18,3,nonfiction
8857,89,5,classics
1258,89,5,ebooks
416,89,4,fantasy
184,89,5,fantasy
26,89,1,history
24,89,3,paranormal
2,89,3,fiction
18,89,4,fiction
27,89,3,paranormal
21,89,3,mystery
45,89,4,contemporary
158,89,5,classics
1938,89,4,fantasy
335,89,4,fantasy
373,89,4,fiction
2741,89,3,classics
2620,89,3,fiction
8998,89,4,biography
7103,89,3,travel
8192,89,4,fiction
3923,34,3,psychology
80,66,5,ebooks
4606,66,3,nonfiction
669,66,4,romance
653,66,3,fantasy
489,66,4,fiction
828,66,3,classics
26,40,4,history
2,40,5,fiction
24,40,4,paranormal
21,40,4,mystery
27,40,4,paranormal
18,40,4,fiction
14,40,3,fantasy
11,40,2,history
115,40,5,fiction
28,40,4,contemporary
60,40,3,crime
23,40,4,contemporary
113,40,4,fiction
66,40,5,fiction
8946,100,5,poetry
26,100,3,history
35,100,3,contemporary
3085,100,3,fiction
9754,100,3,philosophy
6160,100,4,history
